x,y,z
-8.077313,0.039877,6.703114
-3.862762,-0.692774,-9.896993
-3.774631,7.228307,-11.170761
-8.066924,-0.622174,6.995457
-2.498271,0.324147,-9.002579
-4.118314,7.862260,-11.939924
-2.813754,-0.731052,-11.696275
-8.346108,0.844991,6.501159
-5.764912,-3.900872,-3.914136
-0.703740,-0.003016,-10.083491
-0.935347,0.453417,-8.647605
-6.073322,-5.581039,-3.404709
-7.787220,0.626240,5.681288
-3.037131,5.436012,-11.929467
-11.535429,2.808177,-5.914673
-4.845570,5.881907,-10.305866
-6.081698,-3.057340,-2.976402
-3.731478,6.245112,-10.652698
-5.261690,-4.071848,-2.329224
-6.532011,0.786175,7.747367
-8.630741,-0.189755,7.758858
-5.250342,7.989896,-10.857385
-5.158362,-3.807184,-3.720671
-11.177479,1.619799,-4.879920
-2.480477,-0.437622,-11.678925
-1.629972,0.089727,-8.495742
-4.038689,-0.357897,-10.319922
-2.787360,0.599296,-10.236241
-4.071375,6.767262,-13.094281
-7.822852,1.368376,6.105248
-4.073764,-2.481749,-2.643409
-11.965251,2.201836,-5.172934
-4.087424,-3.245837,-3.023335
-7.713288,-1.079986,7.592273
-6.686007,1.644299,7.288776
-1.497965,-0.559780,-8.640299
-8.768808,0.678356,8.552772
-4.907964,5.993462,-10.073477
-6.639675,-3.104436,-3.240906
-2.469122,-0.442172,-8.300090
-11.750366,0.299864,-6.149484
-5.153317,-4.944252,-3.697720
-5.152090,-0.009491,-8.801329
-3.324916,-5.214620,-4.703807
-8.393891,-0.725790,7.911606
-6.463755,0.183631,7.251571
-8.182806,-0.901969,7.441064
-11.342717,2.971377,-7.375735
-4.624649,6.255919,-12.078988
-7.168333,0.300374,7.735264
-3.785722,-1.973632,-9.218751
-4.796663,0.940350,5.250077
-9.134815,-0.169768,5.695061
-10.216123,1.805186,6.779066
-9.822677,2.940309,-5.984040
-3.023828,6.937505,-11.779851
-5.423210,-4.914865,-4.537698
-5.694640,-4.286978,-2.264376
-3.257141,7.621470,-10.656548
-1.807895,1.047596,-8.680997
-8.345733,-1.560626,4.855908
-4.827802,-3.498526,-3.596763
-4.864592,7.756907,-11.936250
-2.347978,-0.357631,-9.859399
-5.308741,7.139628,-9.917587
-5.568047,-6.044561,-2.492102
-3.788992,-0.481553,-7.882416
-10.428940,2.543017,-6.730073
-5.618662,-3.733757,-4.159400
-8.149978,-2.005125,5.721816
-3.386421,5.901278,-12.381752
-2.423912,1.109484,-8.807052
-5.331332,-4.234129,-2.844807
-4.871907,-3.309480,-3.597027
-5.340506,6.285685,-11.530861
-11.112531,3.233421,-6.816430
-3.575796,5.496176,-12.391884
-4.610272,-0.279350,-9.067695
-9.446957,0.415024,-5.797093
-11.244611,1.540250,-5.683700
-11.362380,2.304448,-6.381615
-5.048971,-3.134203,-3.804210
-5.445315,-5.109585,-2.534361
-7.559546,0.265196,6.343959
-11.448043,0.328981,-5.073850
-5.606036,-5.449003,-3.628373
-1.117083,-0.399096,-9.047877
-8.759110,0.472537,8.790892
-4.864604,7.990220,-11.472754
-12.183253,0.616151,-6.822887
-6.671042,-3.351871,-6.424858
-4.983042,-4.849649,-2.590306
-11.006468,2.542471,-5.073639
-7.827066,0.277635,7.735923
-7.801189,0.689281,6.643979
-6.064932,4.882752,-11.376256
-2.168618,1.301199,-9.316576
-2.991996,6.878355,-10.668650
-4.672534,6.376396,-10.483312
-12.367902,1.114375,-5.540989
-1.524116,0.639499,-9.323494
-4.457735,1.041974,-9.354220
-3.631813,7.023644,-14.077687
-11.791906,2.588962,-6.701563
-4.702418,6.773384,-10.656404
-5.253260,7.334037,-11.497224
-8.787737,0.101675,7.953046
-4.977241,-4.652091,-2.997359
-11.638016,1.899540,-6.349635
-2.121665,-1.328239,-9.450691
-7.250791,0.116782,7.589695
-7.003927,-2.731924,-2.398403
-10.653296,1.455668,-5.800349
-2.707879,6.279311,-10.352679
-5.915737,0.056322,6.621829
-4.597698,-5.151225,-1.336247
-3.180393,-1.211320,-10.606550
-4.163575,6.252926,-11.206164
-12.305916,1.227716,-6.774247
-4.429292,-1.252635,-10.237895
-7.919265,2.192920,9.403511
-7.634038,-1.764721,7.594991
-2.482668,-0.816704,-10.168436
-3.875932,0.638613,-8.275769
-4.046520,-2.513480,-3.792587
-8.104006,-2.313097,4.483562
-10.235099,0.958382,8.215027
-7.221572,3.403764,7.767113
-8.488316,-0.762209,6.709755
-1.966548,0.023216,-7.614810
-3.121358,5.501841,-12.062615
-5.432117,-3.136502,-2.616650
-3.966523,6.054014,-11.395968
-3.350497,-0.891563,-8.504701
-8.459377,-0.991229,7.056947
-11.247131,1.743915,-6.821951
-12.533477,1.335693,-6.292427
-10.343082,0.563407,-7.180173
-4.177136,6.635616,-11.383537
-10.379117,1.838514,-6.400330
-11.297662,0.162366,-7.503317
-5.236064,-0.764197,-8.639111
-10.485753,1.156058,-6.091771
-10.108748,1.600859,-4.677727
-7.305915,-0.778356,7.318030
-3.596175,7.464634,-8.872388
-12.073361,-0.140095,-6.905169
-2.495471,-0.965275,-9.951106
-6.856462,-4.094319,-2.300782
-3.691286,-0.132109,-10.263677
-5.346694,-3.050208,-2.905219
-11.506329,1.913405,-5.643047
-4.325805,6.605396,-12.391494
-4.799117,7.585699,-11.576177
-11.927748,3.055148,-6.473914
-3.128893,0.266679,-9.907998
-4.808042,7.095040,-12.327840
-10.011924,1.800905,-7.933305
-5.540901,-6.230468,-3.408243
-4.872319,-3.267982,-1.717981
-7.714939,0.592918,6.811949
-4.788523,-3.386277,-2.987952
-3.935295,-0.297660,-9.125885
-4.994618,-4.804987,-1.826277
-7.429942,0.717530,7.246351
-12.470050,0.930470,-5.675020
-3.461930,0.725624,-8.366963
-6.554233,-5.295615,-4.003197
-8.437150,0.142631,5.846646
-2.994852,0.526393,-7.949071
-5.431961,-4.779976,-3.187307
-0.197966,-1.296656,-8.776456
-11.566385,-0.419018,-4.927335
-2.203361,1.526745,-6.173730
-11.190887,2.452623,-7.032673
-7.668226,-1.146833,7.274842
-5.190107,6.844489,-10.959804
-8.914364,0.530060,6.911220
-4.395963,-1.568768,-4.175919
-4.107996,6.697367,-10.170147
-3.481504,-0.683860,-10.807114
-1.322333,-0.548544,-10.959319
-2.550375,-1.526516,-8.740688
-6.131866,-3.776366,-3.163943
-3.663336,-0.548028,-9.023964
-2.938964,6.560732,-12.323582
-12.711620,1.758925,-5.708485
-1.726030,-2.481001,-9.785494
-10.476774,3.479622,-7.034468
-7.778902,-0.377603,6.746352
